,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,191,-371,200,-336,-131,-572,-204,-646,-131,-499,236,-462,89,-388,52,-351,226,4802,4802
1,261,15,273,50,384,89,273,-241,126,-351,310,-167,163,16,126,16,261,297,226
2,261,50,347,50,347,52,310,-278,200,-351,347,-167,236,-20,126,-20,297,226,85
3,261,85,347,85,347,52,273,-278,273,-315,347,-94,236,52,163,52,261,261,50
4,297,156,347,156,347,89,347,-204,420,-241,310,-94,273,16,310,16,297,226,50
5,156,191,236,156,236,89,347,-57,494,-20,200,-57,236,16,310,16,261,191,85
6,191,226,273,226,347,126,457,52,568,200,273,16,310,89,384,52,261,191,226
7,191,226,236,191,347,126,531,163,604,347,310,16,384,89,384,89,261,85,261
8,191,156,200,121,273,89,384,236,494,420,310,-20,236,52,273,89,191,-55,402
9,261,121,236,50,273,16,347,310,457,457,347,-94,273,-20,236,-20,261,-125,508
10,156,85,163,-19,200,-20,347,347,457,457,273,-167,236,-94,163,-94,191,-160,508
11,226,15,163,15,236,-57,273,273,384,420,273,-167,200,-94,163,-94,156,-266,473
12,156,-19,126,-90,89,-204,163,126,310,273,236,-167,126,-131,126,-131,156,-442,402
13,121,-125,52,-160,-57,-315,16,-20,163,89,200,-241,16,-131,52,-131,121,-512,297
14,226,-195,163,-195,-20,-388,-20,-131,126,-94,273,-315,126,-204,52,-204,191,-618,121
15,121,-266,163,-301,-94,-462,-94,-351,52,-315,236,-462,163,-351,16,-351,191,-759,-160
16,191,-371,200,-336,-131,-572,-204,-646,-131,-499,236,-462,89,-388,52,-351,226,-864,-371
17,226,-301,200,-301,-167,-609,-278,-830,-204,-609,200,-388,52,-351,89,-351,261,-829,-618
18,121,-231,126,-231,-204,-535,-351,-830,-241,-572,126,-278,16,-241,52,-241,191,-618,-653
19,191,-195,200,-160,-57,-351,-204,-719,-94,-535,200,-241,163,-204,126,-204,226,-407,-477
20,121,-195,200,-160,16,-241,-20,-609,52,-609,200,-241,236,-241,89,-241,297,-266,-266
21,85,-55,16,-55,126,89,89,-94,52,-278,347,-278,16,-57,16,-20,85,367,367
22,156,15,126,15,200,126,200,-167,126,-351,347,-167,89,-57,89,-57,191,297,367
23,85,15,126,15,236,126,236,-204,126,-388,236,-167,52,-20,52,-20,226,297,297
24,121,15,126,85,52,126,163,16,236,-167,16,-20,200,89,163,89,261,121,156
