,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-653,-90,-1161,50,-1235,126,-1087,126,-756,200,-1161,89,-1198,200,-940,236,-1146,156,-1287
1,-618,-160,-1124,50,-1198,236,-1051,200,-830,200,-1161,89,-1198,163,-940,200,-1181,121,-1251
2,-653,-160,-1124,50,-1087,163,-1014,163,-903,273,-1087,89,-1124,163,-903,163,-1075,156,-1146
3,-547,-160,-940,50,-867,126,-867,163,-756,273,-903,16,-940,89,-719,200,-899,85,-935
4,-477,-301,-756,-55,-719,89,-719,163,-572,200,-756,-94,-830,52,-609,200,-759,85,-759
5,-266,-55,-572,85,-609,200,-646,236,-462,273,-609,126,-646,273,-499,236,-583,261,-653
6,-266,-125,-499,156,-535,273,-572,273,-351,273,-572,273,-646,310,-425,236,-512,226,-618
7,-301,-90,-499,121,-535,163,-535,200,-278,236,-535,236,-609,236,-388,163,-407,156,-477
8,-125,226,-462,50,-462,52,-499,163,-351,89,-462,126,-572,163,-315,126,-442,50,-407
9,-125,121,-499,-90,-462,16,-425,89,-462,-57,-462,52,-535,126,-241,89,-371,85,-336
10,15,-19,-351,15,-278,126,-241,200,-241,89,-241,163,-351,273,-94,163,-195,226,-125
11,85,-55,-278,85,-131,236,-20,310,-57,200,-241,200,-315,310,16,200,-125,261,-55
12,50,50,-315,156,-94,310,16,384,16,236,-204,273,-278,347,52,236,-90,332,-55
13,85,156,-204,191,-57,310,16,420,52,163,-57,273,-131,347,126,236,-55,261,15
14,-19,15,-131,15,-20,126,52,310,52,89,-20,126,-94,163,126,126,-90,85,50
15,121,50,-94,-55,-20,-20,52,273,52,126,52,89,16,126,126,89,-125,50,50
16,191,50,-57,-90,16,-57,89,273,52,16,89,16,16,16,200,16,-55,50,121
17,121,-19,16,-55,89,-57,200,236,16,-57,126,52,89,16,200,16,156,85,297
18,332,85,200,50,273,52,384,310,200,89,273,163,200,163,310,163,297,191,508
19,332,85,236,50,310,126,494,384,347,200,200,163,163,163,347,200,226,191,508
20,332,121,163,50,273,126,420,457,384,273,236,126,200,200,310,200,226,226,543
21,297,50,163,-19,273,89,420,420,347,163,273,52,200,89,384,89,226,156,578
22,297,-19,163,-90,347,89,531,273,347,52,347,16,273,89,457,52,332,121,578
23,473,156,273,15,384,89,531,273,310,89,420,52,310,126,457,89,402,121,543
24,437,85,273,15,384,89,494,273,310,126,347,16,310,89,494,89,402,121,613
25,437,156,384,85,457,163,568,347,420,273,494,126,420,200,494,200,473,226,719
26,543,191,531,121,568,200,604,347,384,163,568,126,494,200,494,200,508,156,684
27,437,50,531,15,568,126,568,163,273,16,531,89,494,163,457,126,473,85,613
28,437,191,568,121,604,126,494,273,347,163,604,163,568,200,531,163,508,156,719
29,367,85,568,15,568,163,604,310,457,163,568,52,568,89,604,89,437,85,754
30,402,50,568,-55,604,89,678,310,531,236,641,16,568,89,604,89,508,121,789
31,543,156,641,50,641,89,678,310,494,236,678,52,641,89,641,163,543,50,754
32,473,121,604,-19,604,-20,604,200,420,126,641,52,568,16,604,126,543,-55,719
33,437,191,604,50,568,-57,568,200,457,163,678,126,568,52,568,126,508,-19,719
34,367,156,457,15,494,-20,494,200,420,126,531,126,457,52,531,89,402,-55,719
35,367,156,384,-19,457,16,457,200,494,163,494,163,457,163,494,163,473,-19,825
36,649,226,494,15,494,52,494,236,604,126,641,163,568,163,604,200,543,-90,860
37,649,85,494,-90,420,-94,531,89,531,-20,604,16,494,16,568,52,473,-231,754
38,578,191,457,-19,420,-167,457,89,494,89,604,89,531,16,568,52,473,-160,719
39,543,226,568,15,494,-131,568,126,568,126,641,89,604,-20,641,52,543,-90,789
40,578,121,641,50,641,-57,715,126,641,126,715,89,678,16,715,52,684,50,895
41,719,226,788,156,788,52,752,273,641,163,788,163,752,126,715,163,719,121,1001
42,543,85,752,15,715,16,715,236,568,52,715,52,678,16,678,126,613,15,1036
43,543,85,752,-19,715,-57,715,236,641,89,788,52,752,16,678,89,613,15,1036
44,754,85,825,-55,788,-94,788,200,715,16,825,52,788,16,788,89,649,15,1001
45,754,50,788,-55,788,-57,788,163,641,16,788,52,788,-20,752,126,613,50,965
46,754,297,825,15,752,16,715,236,604,126,825,126,788,52,715,200,578,156,965
47,543,156,715,-19,715,52,715,200,604,89,678,16,678,-20,715,89,578,85,930
48,437,-231,678,-55,715,52,752,163,678,89,641,52,715,89,715,89,649,85,965
49,649,-407,678,-55,715,89,788,200,715,126,641,52,678,163,752,163,684,50,1001
50,578,-266,678,-55,678,89,715,200,715,126,604,52,641,163,752,200,684,50,965
51,719,367,752,50,715,126,641,236,752,163,715,126,752,236,752,200,719,50,930
52,754,402,678,-90,678,16,641,89,678,-57,604,52,678,52,715,16,578,-160,789
53,613,50,568,-195,604,-131,641,16,641,-20,568,-20,641,-20,678,-20,543,-125,825
54,508,-55,604,-90,678,-57,752,200,825,236,604,16,678,52,752,126,508,15,860
55,402,-125,604,-90,678,-57,788,200,862,273,604,-20,641,16,752,89,543,-55,825
56,613,-55,715,-125,752,-167,788,52,788,16,752,-57,752,-94,752,-57,613,-125,825
57,684,-195,752,-266,752,-278,752,-131,604,-241,678,-167,715,-204,678,-167,578,-231,754
58,543,-195,641,-231,678,-204,678,-94,568,-94,641,-94,715,-94,641,-94,543,-55,719
59,578,-19,678,-19,715,-20,641,89,678,163,678,52,715,16,678,52,578,85,754
60,437,-19,568,50,641,52,678,126,678,126,568,52,604,16,641,52,543,85,719
61,508,15,568,121,641,52,641,163,641,89,604,52,641,89,604,52,578,121,754
62,543,-55,604,15,604,52,678,89,641,-20,604,-20,641,16,604,16,578,-19,789
63,543,-125,641,-90,604,-57,752,16,715,16,604,-57,641,-20,604,-20,613,-19,825
64,684,121,752,15,641,-57,752,126,715,126,641,16,641,16,641,52,649,15,860
65,684,121,752,15,641,-57,788,89,641,52,604,52,641,-57,604,16,649,-19,825
66,754,156,825,121,715,16,788,89,604,16,752,200,752,126,604,52,789,156,895
67,825,121,899,191,825,163,825,126,641,-57,788,200,788,163,641,52,860,191,895
68,754,-19,899,261,862,200,862,89,604,-94,752,163,788,163,641,16,965,332,860
69,825,191,1009,437,972,347,862,236,641,89,862,273,899,273,715,126,1071,508,930
70,719,226,972,402,1009,420,972,273,641,89,788,236,825,236,752,163,930,437,895
71,578,191,788,297,899,310,899,273,604,126,752,236,788,236,715,200,789,367,860
72,543,121,715,156,825,200,788,236,641,89,715,163,752,126,678,89,719,191,825
73,543,50,678,50,752,89,788,126,641,16,715,89,752,126,641,16,754,156,789
74,754,191,752,191,788,126,788,163,641,126,788,200,788,273,678,126,825,226,825
75,754,121,715,156,752,126,715,126,604,16,678,126,715,200,641,52,789,156,719
76,649,121,678,156,715,89,641,89,568,16,678,163,715,236,604,126,789,226,719
77,649,191,678,191,715,163,641,163,531,126,715,200,715,273,604,200,719,226,719
78,613,50,678,15,678,52,641,52,531,16,678,89,678,89,568,52,684,85,684
79,754,156,715,15,641,-20,531,-20,457,-20,715,52,715,89,457,16,684,85,613
80,684,156,678,15,531,-20,420,-20,273,-57,568,52,568,52,384,16,578,121,508
81,543,121,604,50,531,52,457,52,310,89,568,89,604,89,420,52,684,261,684
82,649,191,715,121,715,200,604,236,494,236,678,163,715,163,568,200,719,367,789
83,578,191,678,156,752,273,678,273,494,236,641,163,678,200,604,236,684,402,754
84,649,261,641,226,752,310,678,310,420,236,715,236,752,273,641,236,684,402,754
85,613,191,604,156,715,236,641,200,273,89,641,200,678,200,604,126,543,261,649
86,437,121,420,85,568,163,531,126,126,89,531,236,531,236,420,89,437,261,578
87,437,297,384,191,531,200,420,273,163,236,457,310,494,310,347,236,402,297,613
88,367,226,310,121,457,163,420,273,200,200,384,126,420,126,347,163,367,191,719
89,402,191,310,85,457,126,457,347,236,200,494,89,494,89,420,126,437,226,965
90,508,191,384,121,531,200,531,531,200,236,531,126,531,126,494,200,437,261,1141
91,367,191,310,85,457,200,457,568,163,273,420,163,457,200,420,273,297,261,1001
92,297,297,200,85,347,163,273,494,126,273,347,163,347,200,310,236,191,156,789
93,226,85,126,-90,236,16,236,273,52,16,273,-20,310,-20,310,16,226,-55,719
94,367,85,236,-55,310,-57,310,163,126,16,420,16,457,-20,347,16,367,15,754
95,508,191,384,15,420,16,384,236,200,126,457,89,494,16,420,89,367,121,754
96,473,191,347,85,457,89,457,273,236,200,457,163,494,52,420,16,437,191,719
97,578,402,457,261,531,200,457,384,273,273,568,347,568,236,457,126,508,332,719
98,437,402,420,332,457,310,347,420,163,273,457,384,457,273,384,236,367,332,578
99,332,367,384,367,384,347,273,384,89,236,457,420,494,310,310,200,437,367,578
100,508,367,568,332,568,347,457,310,200,89,604,310,641,236,457,126,613,261,684
101,508,191,604,191,641,236,604,163,273,-20,568,236,604,163,494,52,578,156,649
102,508,297,531,261,641,200,531,200,310,163,568,347,604,273,420,126,543,226,578
103,402,261,457,191,568,236,494,200,310,163,457,347,494,200,420,126,437,121,508
104,332,191,384,121,457,163,457,163,310,126,420,273,494,163,347,126,402,121,508
105,437,226,457,191,457,200,420,200,310,163,531,273,531,236,384,273,508,156,543
106,437,121,494,156,494,200,531,126,347,52,494,200,531,163,457,200,543,121,508
107,473,191,494,226,531,236,531,163,347,126,531,310,568,273,457,163,508,261,437
108,437,226,457,226,531,310,531,236,347,126,457,273,531,236,457,163,437,261,437
109,473,191,420,156,531,273,531,163,384,52,457,236,494,236,420,200,473,191,473
110,578,226,457,191,531,236,494,163,384,89,494,273,494,273,420,236,437,156,437
111,402,85,384,85,457,163,457,52,384,52,347,200,420,163,384,163,402,85,367
112,332,121,347,156,457,163,420,89,384,200,420,236,457,200,384,200,437,191,367
113,437,191,457,191,568,236,531,200,457,200,494,200,531,236,494,236,473,226,473
114,543,156,531,156,641,236,641,126,494,126,604,163,641,200,641,200,578,226,473
115,754,297,641,297,715,273,604,163,494,163,715,236,752,273,641,236,613,297,402
116,649,297,604,332,641,347,568,126,384,126,641,200,715,236,604,200,578,297,402
117,754,332,678,332,678,310,678,163,531,200,678,236,752,273,678,236,649,297,543
118,860,261,715,261,788,310,862,236,678,200,715,236,752,236,752,236,613,261,578
119,684,50,604,156,715,236,862,200,641,200,641,200,678,163,641,126,543,226,543
