,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-19,121,-57,-55,89,200,347,273,384,347,52,126,52,89,236,16,-55,191,191
1,-90,85,52,15,-204,16,16,52,89,-167,52,-20,-20,200,52,52,85,121,156
2,-55,85,89,15,-131,89,52,126,89,-57,16,16,16,200,126,89,191,226,191
3,85,50,126,85,16,126,52,236,52,16,52,52,52,16,126,126,191,297,85
4,261,15,236,85,163,200,89,310,52,200,89,52,126,89,89,200,85,191,85
5,191,-55,200,-19,163,236,89,273,89,126,200,-20,200,163,89,89,-19,156,50
6,156,85,200,15,200,236,163,310,163,126,236,16,236,236,200,126,15,191,85
7,121,191,163,85,236,310,236,347,236,273,163,89,273,310,236,163,50,85,121
8,85,226,163,191,200,273,163,273,163,200,126,89,200,236,200,126,121,156,50
9,121,226,163,261,200,273,163,310,163,310,163,126,126,200,163,200,261,156,156
10,226,85,163,191,236,200,126,200,126,236,89,89,89,89,16,126,261,121,121
11,191,85,200,191,236,163,126,236,126,236,89,163,89,89,52,200,226,226,191
12,50,15,200,85,200,163,126,200,89,310,89,126,126,273,16,236,191,156,156
13,-19,156,200,121,163,89,89,89,52,16,163,89,89,200,52,163,191,191,15
14,156,297,126,297,126,52,52,89,16,-57,126,126,89,126,52,163,226,191,15
15,191,121,52,191,126,89,52,89,16,16,52,89,52,89,16,52,121,261,15
16,85,85,89,156,163,200,52,310,52,200,89,89,89,163,89,126,121,473,121
17,50,156,126,85,236,347,126,420,89,384,89,52,89,236,52,200,121,437,191
18,156,297,126,156,236,347,163,420,126,347,200,200,126,236,89,200,191,473,156
19,297,402,236,226,273,310,163,384,163,273,236,310,163,273,89,200,191,332,85
20,261,367,236,121,236,200,126,273,89,163,236,347,163,310,52,200,156,191,-19
21,226,297,200,156,126,52,16,200,16,-57,236,310,89,89,52,163,121,156,-125
22,191,191,163,191,89,16,-20,89,-57,16,89,236,16,16,16,126,121,-19,-125
23,121,121,89,191,16,-57,-94,-20,-94,16,89,163,-20,16,16,52,85,-125,-125
24,85,261,89,191,-20,-94,-131,-57,-94,52,126,200,-57,16,89,163,50,-160,-90
25,85,226,89,85,-20,-131,-94,-94,-94,126,163,200,-20,52,89,200,-19,-231,-90
26,50,85,16,85,-94,-241,-167,-204,-167,-57,89,126,-20,16,89,89,15,-160,-90
27,15,50,16,191,-94,-167,-167,-131,-131,-20,-20,126,52,126,126,89,121,-125,15
28,-19,156,-20,121,-94,-131,-167,-167,-167,-167,-20,126,-57,16,16,16,15,15,-19
29,85,367,16,85,-94,-94,-131,-57,-94,-167,163,236,-57,16,52,89,-19,121,50
30,50,261,-20,-19,-131,52,-94,52,-20,16,89,163,-94,126,16,89,15,85,85
31,-19,50,-20,15,-131,89,-57,126,-20,16,-20,89,-94,200,16,16,50,85,50
32,15,15,52,156,-57,200,52,236,89,163,-20,126,-57,273,16,126,121,15,156
33,85,50,126,191,-20,200,52,200,52,89,52,126,-57,89,-94,89,156,-55,50
34,156,261,163,226,-94,126,-94,126,-20,16,163,236,-94,89,-131,52,156,-55,-55
35,156,297,126,156,-94,52,-131,16,-94,52,126,273,-131,163,-204,-20,15,-160,-90
36,121,261,89,191,-94,-20,-94,-20,-57,16,163,200,-57,126,-57,52,85,-90,-19
37,121,226,163,332,52,16,89,52,89,163,200,163,126,89,126,200,191,-125,156
38,156,15,200,226,200,16,163,16,89,273,163,89,163,16,126,126,121,-90,121
39,121,85,200,191,236,52,126,89,89,236,126,163,236,16,126,126,121,121,85
40,156,156,200,85,236,163,126,163,52,310,52,126,163,126,16,126,121,226,50
41,226,156,163,85,200,236,163,310,163,310,163,89,126,163,126,89,85,402,85
42,261,156,163,156,200,347,310,420,310,420,163,52,89,236,200,200,-19,437,226
43,50,15,89,85,236,457,457,531,420,604,126,52,163,347,236,273,-90,437,332
44,-90,-19,16,121,236,494,457,531,457,531,163,52,236,273,347,273,-90,473,332
45,15,50,16,85,273,531,457,531,420,420,126,89,236,273,310,236,-55,261,261
46,121,85,52,50,273,420,310,384,310,236,163,89,200,200,200,126,-19,226,191
47,85,121,126,50,236,273,236,310,236,273,236,163,236,236,163,89,15,121,226
48,-19,50,89,15,200,200,200,200,200,347,236,126,200,200,126,89,-19,-19,226
49,-19,50,52,121,126,89,126,126,163,236,163,89,89,16,163,89,-19,-19,226
50,121,85,52,191,89,89,163,126,200,420,89,126,89,89,163,200,50,-19,332
51,156,15,16,85,52,16,126,16,126,420,89,52,16,52,52,126,-19,-19,226
52,121,226,89,121,16,-57,52,-20,89,347,200,52,52,16,16,163,156,85,226
53,121,261,236,156,-20,-20,52,-57,52,273,163,89,-20,52,-20,163,297,50,191
54,226,156,200,121,-94,-20,16,-57,16,163,126,89,-94,89,-57,89,226,156,85
