,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-231,-125,52,50,-167,89,-20,-57,126,-131,-94,-131,-94,52,200,126,15,-19,15
1,-160,-160,-20,15,-167,52,52,-20,89,-57,-20,-131,200,52,52,89,-55,85,15
2,-19,-125,52,85,89,89,126,89,163,200,-94,16,-57,126,126,126,121,156,226
3,50,-90,126,85,236,89,200,126,200,126,-57,52,163,126,89,89,50,191,191
4,-90,-55,52,50,163,89,236,163,163,52,-57,52,163,89,126,52,85,226,332
5,-19,-55,163,50,236,126,163,273,200,126,-131,52,-20,126,236,52,121,261,473
6,50,-90,126,50,126,126,200,347,126,163,52,16,310,126,89,89,15,332,367
7,85,-19,236,121,200,163,236,310,200,163,16,16,89,200,200,200,226,297,332
8,156,121,310,191,273,126,236,89,163,52,200,89,200,200,200,126,156,156,-19
9,121,191,163,226,89,126,89,16,-94,89,273,126,273,200,89,126,121,50,-125
10,261,226,236,297,89,236,-20,126,-20,126,200,163,-57,200,163,89,226,-19,-19
11,261,156,126,297,-57,236,-20,163,16,163,273,163,236,200,89,89,85,15,-55
12,121,191,52,332,-131,236,-94,200,89,163,126,236,16,200,163,163,191,15,156
13,121,191,163,297,-20,200,-57,200,126,163,89,200,16,236,163,126,191,50,226
14,50,226,52,226,-57,200,52,236,89,200,89,200,200,236,89,126,85,156,297
15,156,297,89,261,163,200,89,310,126,236,16,236,-57,200,200,163,191,261,437
16,226,226,126,226,236,200,163,310,126,200,163,163,273,163,163,163,85,367,297
17,121,191,163,261,310,236,273,347,52,273,126,126,200,163,126,200,191,437,367
18,191,191,310,261,494,236,310,310,16,236,163,126,89,200,89,163,226,402,402
19,156,261,236,297,347,310,347,310,-57,126,273,200,347,310,89,126,261,332,367
20,226,332,310,367,273,347,200,310,126,126,163,273,52,347,236,163,402,156,402
21,261,332,236,297,89,273,16,236,163,126,200,236,236,236,126,200,191,15,85
22,156,261,89,226,-57,236,-20,163,163,200,89,236,163,273,163,273,156,-90,15
23,156,121,163,226,16,273,-57,89,163,126,16,236,-20,310,236,200,191,-160,-19
24,15,121,52,191,-94,236,-57,16,16,52,126,236,273,273,126,126,85,-160,-125
25,-19,121,52,191,-57,236,-57,52,89,89,52,200,-57,236,163,163,191,-90,50
26,121,85,52,156,-20,200,-57,89,89,52,89,163,89,200,16,126,85,15,50
27,85,85,-57,121,-20,163,52,89,16,52,16,163,126,200,-20,126,191,121,191
28,156,156,163,121,273,126,200,126,89,52,-20,163,-57,126,126,89,297,191,367
29,121,156,126,50,347,52,347,126,89,16,126,163,310,52,52,89,85,226,261
30,85,121,52,85,310,52,347,126,200,16,16,200,89,52,163,163,156,156,261
31,191,50,126,121,273,52,236,16,163,-94,89,163,200,89,200,89,156,15,121
32,121,50,52,121,126,52,200,-94,52,-167,126,126,347,163,163,89,156,-55,85
33,156,121,163,85,200,52,163,-94,200,-57,89,163,16,89,273,126,226,-125,156
34,191,226,126,50,52,-20,89,-94,52,-20,200,163,273,16,89,52,50,-160,-55
35,156,261,89,85,-57,16,-94,-94,-204,-57,126,200,16,16,89,89,121,-125,-55
36,261,226,126,15,-20,-20,-131,-131,-57,-94,163,200,-20,-20,89,52,50,-55,-19
37,226,191,52,-55,-57,-57,52,-57,52,52,236,163,236,-20,52,52,15,50,85
38,226,191,163,-19,89,16,126,16,126,126,126,126,-57,52,163,126,156,85,226
39,156,191,163,15,89,16,163,89,163,52,163,89,236,52,126,89,-19,121,50
40,50,226,52,121,126,89,200,200,236,200,52,89,163,89,200,126,50,226,121
41,121,261,163,191,347,163,273,273,273,347,16,89,89,126,200,200,85,297,191
42,50,226,126,191,384,200,420,310,126,384,126,89,384,163,89,273,121,332,191
43,121,156,310,226,494,236,420,310,200,236,52,126,89,236,236,236,332,261,332
44,261,191,310,191,457,200,384,163,347,89,200,126,347,163,236,89,226,226,191
45,191,226,200,191,347,163,310,126,347,126,163,89,310,163,236,126,191,226,191
46,191,226,236,156,384,163,273,89,273,126,126,89,89,126,347,163,156,191,156
47,85,156,126,85,163,89,236,89,200,89,126,89,384,52,236,163,50,156,50
48,15,121,89,121,89,89,163,163,347,200,-131,89,89,126,310,163,226,121,261
49,121,121,126,85,126,163,163,163,310,236,52,52,200,163,236,163,85,121,156
50,121,156,-20,15,-20,163,89,163,52,200,236,126,236,163,52,200,-19,50,50
51,85,121,-20,15,16,126,16,163,89,200,200,52,-57,126,163,200,-55,15,121
52,-55,85,-204,-55,-20,89,89,200,163,236,236,-57,273,89,126,163,-160,50,15
53,-90,85,-204,-19,16,126,126,200,236,236,89,-57,16,126,163,163,-19,15,121
54,50,121,-57,15,89,89,89,126,236,126,126,-20,89,52,89,126,-19,-55,15
55,-19,121,-131,15,-57,52,52,89,52,163,163,-20,200,52,16,163,-55,-125,-55
56,15,50,-20,50,-20,52,-20,89,126,200,52,-57,-131,89,126,200,15,-160,-19
57,85,50,-57,-19,-57,52,-20,89,163,200,236,-57,200,89,52,126,-125,-125,-160
58,121,156,-20,50,-20,89,16,126,200,200,200,-20,52,89,89,126,15,15,50
59,261,226,163,121,163,89,89,126,200,163,236,16,52,52,126,89,50,121,121
60,121,191,52,121,126,89,200,89,52,163,236,52,310,52,89,126,-55,156,121
61,15,121,89,121,200,126,163,89,126,163,52,52,-20,89,200,126,50,156,261
62,-19,50,89,50,236,52,236,89,273,89,163,52,273,16,126,52,-125,226,191
63,-19,50,52,15,236,52,310,163,200,89,163,89,200,89,126,126,-19,226,226
64,85,85,163,50,236,89,163,89,89,16,163,126,52,126,200,126,15,121,50
65,85,121,52,121,52,89,16,-20,-20,89,236,126,236,52,16,126,-55,50,-55
66,156,121,89,191,52,126,-57,16,52,200,89,163,-94,89,16,163,121,15,121
67,226,156,163,156,126,163,16,89,89,163,200,163,89,163,-20,89,15,85,50
68,121,156,126,156,89,200,89,163,16,126,163,163,126,163,16,126,50,85,85
69,191,191,236,191,200,200,126,200,-20,126,126,163,-57,163,126,89,156,121,156
70,156,226,200,261,126,163,126,200,16,89,273,200,273,126,52,89,121,191,85
71,156,261,273,261,163,163,89,200,126,52,200,200,16,126,200,163,261,226,191
72,297,191,347,191,200,163,126,200,89,52,310,163,163,126,163,163,156,261,50
73,261,191,236,191,163,163,163,163,-20,163,347,126,273,163,89,163,121,332,50
74,261,191,310,226,310,200,126,163,200,200,200,89,16,200,200,163,226,332,156
75,191,156,273,191,236,163,163,126,163,126,310,89,347,126,126,163,121,297,85
76,156,156,236,191,236,163,163,126,16,126,163,126,126,126,126,163,226,226,191
77,261,156,310,191,310,163,200,126,16,89,200,126,163,126,126,126,191,226,156
78,191,191,200,191,163,163,163,126,16,52,273,163,310,163,89,126,191,191,121
79,226,261,273,191,126,200,52,89,89,16,200,200,-20,200,200,89,332,85,191
80,191,261,236,156,52,163,52,52,89,-20,273,200,236,163,52,52,191,85,85
81,226,261,200,261,52,200,126,126,89,52,273,236,52,200,16,126,332,156,261
82,437,226,310,226,200,200,163,163,163,163,347,200,16,163,126,163,297,121,261
83,332,156,200,156,89,126,200,126,126,163,347,163,273,89,89,163,191,85,156
84,226,121,200,156,126,126,126,89,200,163,163,163,-20,126,200,163,261,85,226
85,191,50,163,156,163,126,126,89,89,163,273,163,236,126,89,89,121,156,121
86,156,50,126,156,126,163,163,163,89,200,200,163,126,163,52,126,191,261,191
87,261,50,273,156,200,200,126,200,200,89,163,163,-20,163,89,163,226,261,191
88,121,156,163,191,126,163,126,200,126,89,236,163,273,163,52,126,156,226,121
89,15,261,163,261,163,163,126,200,163,236,89,236,-20,200,200,200,297,191,226
90,85,226,200,226,200,126,163,163,384,236,163,200,200,126,163,163,156,156,85
91,121,156,89,121,89,89,163,89,568,163,126,163,236,52,126,163,121,50,50
92,226,191,163,121,126,89,52,52,568,126,89,200,-20,126,163,126,156,-55,15
93,226,226,89,156,-20,89,16,16,420,89,236,236,273,163,16,89,50,-55,-90
94,191,156,126,191,-20,200,16,16,457,52,126,236,-57,200,89,126,226,-19,50
95,156,156,273,191,126,163,89,-20,494,-20,126,200,89,126,126,89,191,50,-55
96,121,191,200,226,126,126,126,-57,310,-57,163,236,236,126,52,89,226,85,-125
97,367,226,347,226,236,126,89,-20,236,-57,236,310,-20,126,126,89,297,85,-55
98,437,191,273,191,163,126,89,-20,200,-20,420,273,310,126,89,52,156,121,-125
99,297,191,273,191,163,163,52,52,347,126,273,236,126,200,200,126,297,191,15
