,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-301,-794,-94,-266,-315,-167,-315,-20,825,-20,52,-167,52,-20,52,200,50,-55,50
1,-55,-583,89,50,-20,16,16,236,-756,163,236,-57,200,52,16,236,-195,-90,121
2,-160,-547,16,-55,-94,-57,89,126,-57,52,89,-20,52,16,52,126,85,85,191
3,-266,-512,-20,-19,-131,-57,89,200,678,163,200,16,200,52,52,126,-19,85,156
4,-19,-301,236,226,200,126,420,347,-830,236,200,52,236,163,89,126,-19,85,156
5,-195,-442,-57,-19,-131,-57,200,89,1009,163,16,52,52,200,236,52,226,156,261
6,85,-160,126,226,236,200,531,457,-131,420,200,163,236,273,163,200,50,191,332
7,156,-90,126,156,273,273,568,420,52,273,52,200,89,236,200,200,297,332,402
8,50,-195,-20,50,163,236,310,347,1156,273,126,200,163,310,163,236,226,367,332
9,367,15,273,367,604,531,641,568,-609,347,273,236,347,420,126,310,226,543,367
10,261,-55,126,191,384,420,310,310,1009,163,163,273,200,420,236,236,543,649,437
11,437,191,384,473,604,568,420,494,200,273,420,310,384,494,236,310,297,543,367
12,578,297,420,473,568,531,457,384,-241,163,273,310,236,347,200,236,473,543,367
13,367,191,126,261,236,310,163,163,1156,163,236,310,200,273,200,273,402,473,261
14,649,473,347,543,531,531,494,457,-683,347,347,384,310,347,163,347,191,473,191
15,543,367,163,261,200,347,236,200,752,200,163,347,126,310,273,200,437,473,156
16,613,437,273,367,273,347,310,384,457,384,347,310,273,310,310,273,156,297,121
17,789,508,347,332,347,310,384,384,-388,310,273,200,236,200,273,273,191,261,85
18,508,261,16,-19,-20,16,-57,89,1267,236,126,52,126,89,310,200,191,156,-19
19,719,437,236,226,236,126,200,384,-535,457,273,89,236,52,236,273,-90,85,-55
20,649,402,52,15,-20,-20,16,163,457,273,52,89,16,-57,310,200,121,156,-19
21,684,473,52,85,-20,16,-57,273,678,384,236,200,163,89,236,273,-90,121,-55
22,965,684,347,297,310,200,200,420,-572,347,273,310,200,163,200,273,15,191,50
23,754,508,89,15,16,16,-57,163,1267,200,126,310,89,126,236,200,191,156,121
24,895,649,236,297,347,163,310,384,-278,347,273,310,273,163,163,236,-19,85,121
25,825,613,163,156,200,126,200,163,236,163,126,236,126,89,236,126,261,156,121
26,754,578,52,121,52,89,-57,200,899,236,200,236,200,126,236,200,121,50,15
27,1071,754,273,332,273,273,163,384,-756,273,236,273,200,163,163,310,50,85,-19
28,860,543,16,50,-94,89,-167,52,1009,89,52,236,16,126,236,236,297,85,-19
29,1036,684,236,297,163,236,52,310,-167,236,310,273,236,273,200,310,121,50,15
30,1071,684,273,297,163,236,126,273,-131,163,163,273,163,273,236,236,437,156,191
31,860,578,126,191,52,163,16,273,1046,273,200,273,236,310,310,273,402,156,226
32,1071,789,457,473,384,347,310,531,-683,347,310,273,347,347,273,310,332,156,191
33,895,613,310,226,52,126,-57,200,899,126,126,273,126,310,310,200,649,191,156
34,1141,754,457,437,236,200,89,347,200,236,310,347,273,384,310,273,437,121,85
35,1353,895,568,402,347,200,236,236,-278,126,310,310,236,273,347,236,613,191,50
36,1106,719,347,121,89,89,-57,-20,1193,89,310,310,236,236,384,200,578,156,-19
37,1247,895,641,367,457,347,236,200,-646,236,494,384,420,347,310,310,367,156,50
38,1036,649,457,121,236,200,16,-20,678,89,310,384,273,236,384,200,578,226,121
39,1071,719,494,297,347,273,52,163,494,273,494,420,457,273,384,273,332,156,85
40,1212,895,641,437,531,420,200,273,-499,200,457,457,420,273,347,200,473,297,85
41,965,754,347,261,273,273,-94,52,1230,126,347,420,310,310,347,163,613,367,85
42,1177,965,568,543,604,494,310,347,-425,273,494,457,457,384,236,236,367,261,121
43,1036,789,384,261,347,310,126,126,531,126,236,384,236,347,310,200,543,226,156
44,895,684,273,191,200,126,16,126,825,236,310,384,310,310,310,273,297,50,85
45,1177,895,531,402,384,200,200,236,-572,163,384,420,273,163,200,200,402,85,85
46,1106,825,347,226,16,52,-167,-20,1230,16,347,457,200,163,200,89,649,156,85
47,1388,1071,604,543,347,310,89,236,-278,126,531,494,384,347,126,200,367,121,50
48,1282,930,494,367,236,236,16,89,126,-20,310,384,236,310,126,163,543,156,121
49,1106,825,347,297,163,163,-94,89,899,52,347,384,310,347,163,200,402,85,156
50,1317,965,604,543,494,347,273,273,-719,89,457,457,420,384,200,200,367,121,226
51,1036,754,310,261,163,126,16,-20,1083,-94,310,384,310,347,273,16,543,121,261
52,1106,895,420,437,420,236,236,200,-57,89,494,384,494,273,200,126,226,50,226
53,1036,930,347,402,384,236,236,163,-167,52,310,384,310,126,200,163,437,191,226
54,825,825,163,261,163,126,16,52,1083,126,200,310,236,163,236,236,402,156,226
55,1001,965,384,508,494,310,347,236,-756,163,273,236,273,200,126,273,261,121,226
56,789,684,126,156,126,89,16,-94,752,-57,89,163,89,126,200,126,473,85,156
57,895,754,200,332,236,163,16,16,52,16,273,273,273,236,126,200,226,50,15
58,1001,825,273,437,273,273,89,-57,-572,-131,200,347,200,273,52,163,437,191,15
59,789,719,89,297,52,200,-167,-204,972,-131,200,384,200,273,89,89,473,261,50
60,1036,895,494,578,531,457,200,163,-830,52,420,494,420,347,52,126,332,297,121
61,860,719,384,297,347,347,16,52,457,-20,273,420,273,236,89,52,578,332,261
62,860,719,420,402,384,384,89,236,347,163,420,384,420,273,16,236,332,226,261
63,965,825,531,508,531,457,310,273,-683,163,347,384,310,273,-20,273,402,261,226
