,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,50.0,226.0,89.0,156.0,16.0,163.0,16.0,89.0,52.0,163.0,52.0,200.0,16.0,236.0,126.0,163.0,121.0,121.0,50.0
1,156.0,156.0,89.0,121.0,126.0,126.0,126.0,126.0,200.0,126.0,163.0,200.0,163.0,200.0,236.0,126.0,50.0,121.0,50.0
2,156.0,191.0,126.0,50.0,16.0,16.0,-57.0,52.0,-57.0,89.0,89.0,163.0,-20.0,89.0,-94.0,89.0,121.0,15.0,-19.0
3,191.0,191.0,200.0,50.0,52.0,52.0,-20.0,126.0,-94.0,126.0,200.0,163.0,126.0,126.0,126.0,126.0,156.0,50.0,15.0
4,156.0,156.0,200.0,15.0,52.0,52.0,16.0,89.0,-57.0,89.0,200.0,89.0,200.0,52.0,273.0,126.0,121.0,85.0,15.0
5,121.0,121.0,163.0,85.0,126.0,89.0,52.0,126.0,-57.0,126.0,236.0,89.0,200.0,-20.0,126.0,89.0,156.0,121.0,121.0
6,191.0,121.0,200.0,156.0,163.0,126.0,89.0,89.0,52.0,126.0,200.0,89.0,126.0,52.0,16.0,89.0,156.0,121.0,121.0
7,156.0,121.0,126.0,156.0,89.0,126.0,16.0,126.0,16.0,126.0,126.0,163.0,16.0,163.0,-20.0,126.0,85.0,50.0,121.0
8,156.0,156.0,126.0,156.0,89.0,163.0,52.0,126.0,-20.0,89.0,163.0,200.0,89.0,200.0,163.0,126.0,85.0,50.0,85.0
9,156.0,191.0,89.0,121.0,52.0,89.0,52.0,52.0,16.0,16.0,126.0,163.0,89.0,126.0,200.0,52.0,85.0,15.0,15.0
10,121.0,156.0,89.0,156.0,16.0,89.0,16.0,16.0,-57.0,16.0,126.0,200.0,89.0,126.0,89.0,89.0,121.0,15.0,15.0
11,156.0,121.0,200.0,191.0,52.0,126.0,52.0,16.0,16.0,16.0,200.0,163.0,163.0,89.0,126.0,89.0,226.0,85.0,15.0
