,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,332,261,236,261,126,200,236,384,200,273,310,273,310,384,347,200,261,85,85
1,-90,226,-131,508,-94,531,-204,310,-167,384,16,494,163,273,-131,494,-55,437,-125
2,332,15,-241,261,-241,347,-278,89,-278,200,-351,200,-57,52,-499,89,-55,191,-301
3,437,473,-315,297,-204,347,-278,163,-241,347,-204,200,126,163,-462,200,-125,437,-160
4,578,684,-131,297,-57,347,-131,126,-94,347,-131,-57,163,-20,-462,126,-125,156,-301
5,-195,85,-462,-55,-425,89,-499,-94,-388,126,-351,-131,-167,-94,-719,52,-407,121,-547
6,-301,226,-315,226,-241,347,-388,126,-278,236,-20,236,-57,200,-462,273,-336,261,-371
7,-160,402,-388,85,-425,163,-462,-94,-388,52,-462,-167,-462,-204,-719,-20,-477,-55,-688
8,-55,613,-683,50,-646,126,-683,-20,-499,236,-572,-131,-646,-94,-756,273,-723,226,-653
9,-55,402,-499,261,-462,310,-462,200,-462,457,-462,163,-646,16,-719,347,-583,156,-583
10,-301,121,-683,-55,-683,126,-646,-20,-756,236,-719,-94,-867,-57,-940,200,-688,121,-688
11,332,825,-462,261,-425,384,-499,273,-683,384,-388,236,-719,273,-609,457,-583,402,-477
12,-90,578,-425,332,-535,347,-609,163,-793,384,-572,384,-1087,-20,-830,163,-583,121,-794
13,-899,789,-646,261,-793,236,-940,200,-1014,494,-646,163,-1271,16,-940,310,-829,297,-864
14,50,1810,-462,402,-572,420,-756,347,-867,568,-462,-20,-1124,163,-719,420,-653,297,-759
15,297,1529,-683,156,-830,236,-903,89,-1014,310,-793,-20,-1382,16,-940,126,-759,261,-935
16,15,1212,-609,578,-683,604,-756,457,-830,604,-425,678,-1087,457,-646,457,-653,789,-688
17,-266,965,-425,825,-572,862,-572,568,-719,752,-425,788,-1124,384,-683,347,-512,719,-829
18,-688,1141,-683,754,-830,788,-867,494,-977,678,-609,641,-1382,384,-867,494,-759,754,-935
19,-336,1493,-683,895,-683,862,-830,604,-867,641,-499,641,-1235,531,-903,752,-723,613,-899
20,-759,578,-1014,437,-1014,420,-1087,200,-1051,273,-940,273,-1529,163,-1308,236,-899,191,-1146
21,-1146,261,-1087,473,-1014,384,-1087,310,-977,420,-756,457,-1566,347,-867,347,-935,437,-899
22,-1075,367,-867,543,-867,457,-903,310,-830,420,-756,273,-1676,200,-756,310,-759,226,-1005
23,-1181,226,-1124,332,-1198,273,-1198,126,-1124,384,-977,52,-1787,89,-1198,310,-899,297,-1111
24,-583,754,-903,613,-940,457,-1051,347,-1014,641,-756,163,-1639,236,-977,420,-653,367,-899
25,-1075,402,-903,367,-1161,236,-1161,52,-1087,420,-1051,200,-2044,-57,-1124,52,-688,85,-1075
26,-1850,-19,-940,437,-1198,347,-1235,236,-1087,457,-830,494,-1860,200,-1014,347,-794,402,-899
27,-1322,50,-719,437,-903,420,-940,310,-867,420,-683,200,-1455,16,-1014,310,-653,85,-864
28,-1075,-301,-940,-19,-1161,52,-1087,52,-977,200,-1014,16,-1713,-278,-1051,126,-794,-55,-970
29,-1322,-371,-756,191,-940,236,-940,236,-830,310,-756,347,-1750,16,-499,347,-759,191,-794
30,-1568,-618,-830,-55,-1051,52,-977,-20,-977,126,-940,-351,-1934,-315,-683,-57,-829,-125,-970
31,-1005,-336,-1051,-160,-1087,-20,-1051,-20,-940,200,-867,-535,-1676,-351,-609,126,-935,85,-794
32,-688,-160,-793,50,-756,163,-719,126,-683,347,-646,-241,-1419,-388,-462,273,-723,-19,-723
33,-1568,-794,-903,-195,-1014,-94,-977,-94,-977,163,-867,-278,-1676,-572,-756,52,-864,-55,-899
34,-1251,-371,-719,121,-756,236,-830,236,-793,420,-462,16,-1382,-94,-425,310,-759,332,-618
35,-899,-371,-572,121,-683,236,-683,200,-609,273,-572,52,-1382,-131,-425,126,-653,85,-688
36,-1392,-723,-793,50,-830,126,-719,200,-572,273,-646,163,-1345,-131,-351,273,-794,191,-547
37,-970,-266,-572,226,-499,236,-388,310,-351,420,-462,-20,-1051,-131,-131,420,-618,50,-371
38,-829,-301,-719,-125,-719,-94,-535,-20,-499,200,-683,-278,-1271,-278,-462,163,-688,-125,-547
39,-407,-160,-535,121,-499,126,-462,273,-351,420,-241,126,-1014,89,-167,384,-547,261,-336
40,-90,-266,-204,191,-351,163,-315,236,-241,347,-167,52,-977,-94,-131,89,-336,50,-442
41,-442,-442,-351,85,-499,52,-462,126,-351,236,-278,16,-1051,-131,-204,126,-371,156,-336
42,-195,50,-57,402,-167,310,-131,347,-131,420,-20,273,-719,163,16,384,-90,191,-55
43,-266,-55,-167,156,-315,89,-204,89,-167,273,-278,163,-940,52,-204,236,-90,-19,-125
44,-90,-90,-94,367,-167,273,-94,384,52,457,89,604,-683,457,126,494,50,367,156
45,-160,15,310,578,89,420,163,420,200,420,310,641,-499,347,236,310,297,226,121
46,-512,50,163,367,-167,236,-57,273,-57,273,52,310,-646,126,16,236,121,332,15
47,649,684,310,649,126,568,126,641,126,531,273,420,-388,457,236,531,226,543,226
48,825,367,200,402,16,457,126,457,89,273,16,273,-572,347,16,200,226,261,121
49,15,156,200,402,52,457,126,531,126,273,273,457,-388,641,200,420,226,473,367
50,15,50,494,543,347,531,420,531,310,200,457,531,-204,604,310,347,508,261,402
