,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,4802,191,16,-55,-20,-167,16,-167,-57,52,568,89,200,-167,310,16,-90,-301,-160
1,191,50,457,367,752,457,641,604,-1198,310,420,273,420,347,126,420,-90,297,473
2,121,50,89,-160,89,126,52,347,1819,-20,89,52,89,52,16,89,860,121,367
3,332,156,457,402,604,420,531,568,-646,420,678,273,494,457,89,384,-794,578,649
4,226,226,384,156,310,310,126,384,163,52,163,310,89,163,52,236,860,-55,85
5,297,191,126,-55,52,52,-94,200,825,163,200,89,163,126,-20,126,-90,226,332
6,297,297,457,402,494,310,568,420,-1345,384,347,347,310,310,236,347,-371,156,226
7,156,226,52,-266,-241,-131,16,52,1782,-20,-167,89,-57,-131,236,-20,1001,-301,-160
8,226,226,200,121,89,-57,420,89,-94,384,347,126,310,89,347,126,-829,121,121
9,121,261,163,85,-94,-94,347,-57,126,52,-20,163,16,-131,420,16,543,-477,-371
10,156,156,-167,-231,-462,-462,-94,-351,1414,-20,-20,-131,-57,-278,200,-204,-19,-336,-195
11,191,191,200,367,126,-57,457,-131,-1382,200,273,163,163,52,273,89,-794,-90,-160
12,85,191,-131,-125,-425,-241,-204,-388,1304,-241,-278,52,-278,-204,89,-167,895,-407,-477
13,297,191,52,191,16,-20,16,-241,-278,126,273,89,200,163,52,16,-794,261,15
14,297,226,310,261,273,200,236,-57,-793,-57,126,200,89,89,163,52,402,-55,-160
15,297,191,16,-195,-94,-94,-204,-241,1340,-204,52,-94,16,-131,-20,-167,508,50,50
16,402,226,420,402,568,310,384,126,-1529,200,494,126,384,200,126,163,-653,367,367
17,261,226,163,-90,89,16,-94,-20,899,-204,-57,-20,-94,-167,52,-131,1141,-195,15
18,297,156,89,-19,200,-20,-57,16,200,89,310,-131,200,16,-94,-57,-477,261,473
19,191,156,273,226,420,163,236,126,-977,52,200,52,126,52,16,-20,226,-55,191
20,121,85,-131,-301,-204,-278,-278,-167,1635,-167,-94,-204,-20,-241,-57,-278,825,-195,156
21,191,85,236,261,384,52,457,52,-1161,236,420,16,457,126,126,16,-653,261,402
22,15,15,126,-90,16,-94,200,-57,531,-167,-94,-20,89,-167,126,-204,1177,-336,-55
23,13813,-13224,5018,-13237,5430,5018,5020,5020,5020,5016,5020,5016,5020,5016,5016,5016,4802,4802,4802
24,-160,15,-57,50,-131,89,52,420,236,457,-20,89,-20,163,200,273,121,367,437
25,85,-583,126,-19,-20,52,273,384,310,273,-94,-94,-57,52,126,126,-195,-90,-90
26,-336,825,-278,-336,-351,-167,-131,200,16,273,-315,-131,-204,-57,-57,52,-160,261,226
27,121,-794,310,226,273,384,568,604,384,420,200,236,310,273,420,310,191,402,367
28,-19,191,-94,-195,-167,-94,-94,16,-57,-241,-204,-131,-131,-131,-57,-131,-301,-19,-301
