,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-125,50,-131,15,-131,52,-241,16,-278,-57,-167,-20,-167,-20,-462,-241,-55,-90,-90
1,-160,-477,-57,-301,-57,-351,89,-351,-57,-351,-278,-425,-57,-351,89,-315,-195,-407,50
2,-90,-407,-20,-583,16,-278,89,-278,163,-278,-167,-315,52,-278,52,-351,-19,-477,-55
3,-90,-512,-57,-301,-57,-204,163,-204,200,-315,-204,-425,126,-241,126,-204,15,-407,156
4,15,-512,16,-688,52,-204,163,-167,384,-241,-57,-388,163,-204,89,-167,50,-371,226
5,-90,-442,16,-301,16,-204,273,-167,310,-167,-131,-425,89,-241,200,-94,-55,-301,367
6,-55,-371,-20,-512,52,-204,200,-131,384,-131,-57,-351,126,-241,126,-241,85,-442,156
7,15,-442,16,-512,52,-204,236,-167,384,-241,-94,-388,126,-315,200,-204,15,-301,367
8,-55,-442,-57,-231,-57,-241,163,-167,273,-167,-57,-315,52,-241,200,-131,50,-512,261
9,50,-407,-20,-618,16,-241,163,-94,420,-57,89,-278,89,-204,163,-94,121,-547,226
10,-19,-442,-20,-301,-20,-278,200,-94,384,-20,-20,-351,16,-241,273,52,-19,-407,402
11,-19,-407,-57,-442,-20,-241,126,-57,420,16,16,-241,16,-167,200,-20,85,-583,191
12,50,-477,16,-583,16,-204,163,-57,457,-20,52,-315,52,-204,236,89,15,-407,367
13,-55,-442,-57,-231,-57,-204,163,-20,347,16,16,-278,16,-167,310,200,-19,-442,332
14,15,-301,-20,-547,52,-241,163,-20,457,52,163,-167,52,-167,200,126,85,-477,191
15,15,-266,52,-231,52,-315,236,-131,273,-57,89,-241,52,-278,273,163,-19,-301,261
16,50,-195,16,-195,52,-278,89,-131,126,-94,163,-167,52,-204,163,52,85,-371,-19
17,156,-195,89,-407,89,-241,16,-204,89,-204,236,-204,89,-204,89,-57,85,-195,15
18,121,-125,89,50,52,-241,16,-241,-131,-241,236,-204,52,-204,163,-94,85,-160,15
19,191,-55,89,-266,126,-167,-94,-241,-57,-204,347,-204,126,-204,16,-241,191,-160,-195
20,191,-125,163,-90,126,-167,-57,-278,-167,-351,200,-315,89,-278,52,-241,85,15,15
21,156,-55,126,15,89,-167,-131,-241,-204,-315,200,-167,89,-204,16,-241,191,-90,-125
22,261,-19,163,-266,163,-167,-57,-241,-94,-278,236,-131,126,-167,-20,-351,156,-19,-90
23,156,-19,163,121,126,-131,52,-241,-204,-241,163,-167,89,-167,126,-278,85,50,15
24,191,-19,126,-160,126,-131,-20,-241,-94,-241,236,-167,126,-167,16,-388,226,-55,-195
25,261,-19,200,-90,163,-131,16,-241,-94,-278,236,-167,126,-167,89,-351,156,85,50
26,226,15,163,121,126,-131,-20,-241,-167,-204,310,-20,89,-131,52,-351,226,-55,-55
