,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,121.0,4802.0,236.0,4802.0,163.0,5020.0,5020.0,5020.0,5020.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,402.0,332.0,310.0,261.0,347.0,310.0,52.0,163.0,384.0,163.0,310.0,236.0,200.0,236.0,310.0,126.0,332.0,226.0,261.0
2,156.0,191.0,-20.0,156.0,89.0,163.0,16.0,126.0,236.0,89.0,200.0,200.0,126.0,273.0,200.0,200.0,367.0,191.0,261.0
3,121.0,121.0,126.0,121.0,52.0,200.0,200.0,163.0,200.0,200.0,89.0,163.0,16.0,89.0,347.0,200.0,-160.0,121.0,121.0
4,-19.0,85.0,-57.0,121.0,-20.0,126.0,236.0,126.0,200.0,163.0,89.0,126.0,16.0,200.0,126.0,126.0,121.0,191.0,191.0
5,226.0,156.0,52.0,156.0,126.0,200.0,52.0,163.0,347.0,236.0,273.0,126.0,163.0,163.0,236.0,200.0,121.0,121.0,261.0
6,15.0,50.0,89.0,50.0,-20.0,89.0,273.0,126.0,163.0,273.0,16.0,16.0,-20.0,16.0,236.0,273.0,-195.0,85.0,121.0
7,156.0,121.0,16.0,121.0,89.0,126.0,52.0,163.0,310.0,200.0,163.0,89.0,89.0,200.0,163.0,236.0,332.0,156.0,367.0
8,226.0,85.0,126.0,85.0,163.0,163.0,163.0,200.0,347.0,273.0,126.0,89.0,89.0,89.0,384.0,273.0,-90.0,85.0,297.0
9,15.0,15.0,16.0,50.0,52.0,89.0,273.0,236.0,310.0,236.0,163.0,52.0,16.0,163.0,200.0,163.0,85.0,121.0,297.0
10,297.0,121.0,126.0,156.0,236.0,200.0,52.0,273.0,494.0,236.0,457.0,126.0,200.0,236.0,347.0,163.0,226.0,156.0,402.0
11,121.0,15.0,200.0,85.0,163.0,200.0,310.0,273.0,273.0,236.0,200.0,52.0,89.0,52.0,384.0,200.0,-195.0,121.0,226.0
12,156.0,50.0,89.0,121.0,200.0,200.0,163.0,273.0,384.0,200.0,347.0,89.0,200.0,273.0,273.0,163.0,297.0,191.0,437.0
13,297.0,85.0,273.0,156.0,310.0,273.0,200.0,310.0,420.0,273.0,310.0,126.0,236.0,126.0,457.0,236.0,-19.0,156.0,367.0
14,50.0,50.0,200.0,121.0,163.0,200.0,347.0,273.0,273.0,236.0,163.0,126.0,163.0,126.0,273.0,200.0,50.0,156.0,332.0
15,332.0,191.0,200.0,191.0,310.0,236.0,89.0,273.0,457.0,236.0,420.0,200.0,310.0,273.0,310.0,200.0,402.0,226.0,473.0
16,191.0,121.0,310.0,156.0,236.0,236.0,310.0,310.0,310.0,273.0,236.0,126.0,163.0,89.0,384.0,200.0,-55.0,156.0,297.0
17,156.0,191.0,163.0,191.0,236.0,200.0,200.0,310.0,347.0,200.0,347.0,126.0,200.0,236.0,200.0,126.0,402.0,226.0,402.0
18,367.0,226.0,310.0,226.0,347.0,273.0,126.0,310.0,420.0,236.0,420.0,163.0,236.0,200.0,384.0,200.0,191.0,191.0,367.0
19,121.0,156.0,236.0,121.0,163.0,163.0,310.0,273.0,200.0,200.0,163.0,126.0,89.0,163.0,236.0,200.0,85.0,156.0,226.0
20,332.0,226.0,200.0,191.0,310.0,236.0,52.0,236.0,384.0,163.0,347.0,200.0,200.0,347.0,236.0,200.0,508.0,226.0,402.0
