,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,50,-90,-131,-231,-20,52,89,163,236,273,-167,-131,16,52,200,163,-160,15,367
1,473,437,16,226,-20,89,-57,-20,-20,52,52,163,-20,126,52,126,15,121,-19
2,297,402,-57,121,-20,52,-20,16,89,273,16,200,-131,163,163,163,15,121,191
3,-19,578,-20,191,126,163,16,89,163,310,89,310,-57,200,273,200,85,121,85
4,754,649,16,121,-94,89,-20,-20,16,163,89,236,-167,163,89,126,-90,15,50
5,121,613,-94,156,-131,89,-94,16,163,236,126,236,-131,163,273,236,-19,85,156
6,402,649,52,226,-20,126,-20,16,16,236,200,236,-94,163,126,236,15,50,-19
7,473,578,89,156,-20,89,-57,16,-167,236,126,200,-167,200,52,200,-19,15,15
8,-19,613,126,297,126,126,-131,89,16,236,163,273,-57,200,163,163,156,50,15
9,649,543,310,332,16,52,-57,16,16,236,200,200,-94,126,16,126,85,-55,85
10,50,473,163,261,52,16,-94,16,89,273,163,200,-94,163,200,200,121,15,156
11,297,543,273,332,163,16,-57,-20,126,200,236,236,-94,163,163,163,156,-55,50
12,649,578,236,297,-20,-131,-57,-131,52,200,236,163,-167,126,89,163,85,-125,121
13,50,578,163,297,126,-94,-57,-57,52,126,273,200,-57,163,200,200,226,-19,50
14,684,473,273,261,126,-57,89,-57,-20,16,273,126,-94,163,-20,89,156,-55,85
15,226,297,163,191,163,16,89,-20,163,126,236,163,-20,236,163,89,156,85,191
16,191,332,236,261,347,126,126,52,163,89,310,200,126,200,200,16,226,85,15
17,613,367,236,191,200,89,163,16,52,89,236,200,16,163,89,-20,156,50,85
18,-19,473,163,261,310,200,126,89,126,89,236,273,89,236,236,16,332,226,50
19,719,613,384,402,273,273,163,52,-131,-57,310,236,52,200,-20,-94,367,156,-90
20,543,578,310,367,236,200,89,-20,-241,-94,310,200,52,200,52,-57,332,156,-90
21,332,508,310,402,347,236,52,16,-94,-167,347,236,126,200,126,-57,367,156,-125
22,825,437,347,297,200,126,89,-20,-57,-94,310,163,52,126,16,-57,191,50,-55
23,156,473,200,297,273,163,16,16,16,-20,310,200,126,126,200,-20,226,156,-90
24,613,508,347,332,236,163,52,-20,-131,-204,310,163,126,52,52,-94,191,121,-266
25,543,437,273,261,126,126,16,-57,-131,-204,200,89,16,89,16,-131,226,156,-160
26,156,402,273,332,310,236,16,16,-57,-241,200,126,52,89,52,-94,367,191,-160
27,754,297,384,297,200,163,89,-94,-94,-204,200,52,16,-20,-131,-131,261,50,-55
28,156,226,236,261,273,163,52,-94,16,-131,200,89,89,-20,126,-131,297,121,50
29,508,261,273,261,310,163,126,-94,-20,-167,236,52,89,-167,52,-204,226,50,-55
30,613,191,163,85,126,52,52,-204,-94,-167,126,-57,16,-167,52,-167,156,-19,50
31,50,226,126,121,236,52,-20,-167,52,-204,126,16,89,-57,163,-131,332,-19,15
32,719,226,310,156,163,-57,16,-241,-20,-278,89,-20,-20,-94,-57,-204,332,-160,15
33,297,156,236,121,163,-131,-20,-241,16,-241,52,16,-20,-20,52,-204,473,-125,50
