,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,226,156,310,121,347,200,420,384,384,273,420,89,457,236,457,347,85,191,508
1,930,649,752,578,457,384,163,-57,236,16,531,457,568,420,310,126,437,191,121
2,473,437,310,367,52,163,-131,-241,-57,-94,52,420,126,236,-167,-94,226,156,-266
3,754,825,568,789,384,310,52,-20,200,310,531,752,604,420,310,200,649,367,50
4,754,825,604,649,420,273,273,-57,163,89,273,531,384,310,52,52,191,156,-55
5,473,684,273,508,163,126,-167,-167,-57,52,236,604,384,494,52,126,261,156,-231
6,860,789,604,543,531,236,200,-20,200,89,457,604,568,494,273,52,297,156,156
7,367,508,200,261,89,52,16,-167,16,-131,16,347,163,163,-131,-167,-55,15,-125
8,543,649,347,473,236,126,89,52,200,89,494,568,531,457,347,163,367,191,156
9,684,543,457,332,310,163,347,89,236,-94,310,347,347,347,126,16,50,50,261
10,261,297,52,156,-20,52,-20,16,-57,16,126,420,200,347,-57,52,85,85,15
11,649,543,420,402,384,273,384,273,347,347,420,531,494,384,310,200,226,191,437
12,297,297,163,121,52,89,273,163,89,52,-20,236,163,126,-94,16,-160,-19,121
13,332,261,236,191,163,16,126,163,126,163,420,384,568,384,310,310,261,50,261
14,543,156,457,85,384,52,457,163,310,52,384,200,494,273,200,89,85,-55,402
15,121,15,89,15,16,-57,16,16,-57,52,89,236,163,200,-94,-57,121,85,15
16,543,437,494,402,457,200,236,200,163,200,531,457,568,384,310,163,473,297,332
17,226,297,310,191,236,163,163,52,16,-57,16,200,200,163,-131,-57,50,226,15
18,121,367,236,332,273,273,-57,52,52,163,236,494,384,384,52,89,402,473,15
19,578,508,568,437,641,494,347,200,236,126,457,420,384,347,16,-20,297,437,297
20,226,332,126,261,163,310,-94,89,-204,-20,89,310,16,200,-278,-20,85,367,-90
21,578,578,420,508,457,420,52,310,89,163,457,494,531,457,310,310,402,473,261
22,437,367,384,261,347,310,236,236,126,52,16,236,236,236,-57,126,15,261,156
23,226,367,200,261,200,236,-20,200,-94,163,200,494,236,310,16,236,332,367,50
24,754,578,641,473,531,384,347,273,126,126,604,457,347,310,126,126,367,332,332
25,332,367,236,261,126,200,16,52,-94,-94,163,347,52,163,-241,-57,121,226,-55
26,543,543,457,508,384,310,89,200,163,236,568,604,531,457,310,236,437,367,226
27,473,367,420,261,310,273,273,163,163,52,236,310,273,236,89,52,-55,156,156
28,85,226,-20,121,16,126,16,126,52,163,163,347,273,200,52,126,15,226,15
29,508,437,310,261,420,310,531,347,457,310,457,310,604,273,310,236,121,332,437
30,121,121,-20,-19,126,200,347,236,163,163,-20,52,273,126,-57,89,-160,297,121
31,226,297,163,261,310,420,273,384,236,420,310,310,568,420,457,347,332,543,332
32,402,297,347,261,457,494,568,384,310,163,89,163,273,236,236,89,50,437,367
33,15,191,-57,156,126,347,163,236,89,89,-57,200,89,200,-94,89,121,473,156
34,437,437,347,402,641,568,568,494,494,384,384,273,604,384,347,347,367,613,578
35,85,85,89,191,384,494,457,420,236,200,-131,16,200,236,52,126,15,508,297
36,121,191,89,437,457,568,273,494,310,420,200,273,457,420,347,310,508,684,402
37,437,297,384,508,678,604,604,494,494,347,236,163,420,163,273,163,332,508,543
