,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,297,-55,163,50,236,126,200,200,126,200,200,-20,163,52,236,163,156,261,156
1,85,-55,236,226,236,273,126,236,126,163,16,16,200,200,310,163,85,261,191
2,156,-55,200,156,200,236,163,273,200,16,52,-20,236,200,236,89,121,226,191
3,15,50,163,191,126,273,163,163,236,-94,-20,-20,236,236,310,-20,85,156,156
4,15,85,126,156,126,163,236,200,310,52,16,-131,236,126,273,89,85,226,191
5,156,-90,52,156,200,200,310,236,310,200,-20,-57,236,273,273,89,85,156,226
6,15,-90,16,121,200,236,310,273,347,273,-20,-20,200,200,310,52,85,121,261
7,-55,50,52,15,200,126,347,310,384,310,16,-20,236,89,273,126,85,50,261
8,50,15,16,50,126,126,310,273,310,273,16,89,273,163,273,236,50,15,191
9,191,-195,-20,15,52,52,236,347,273,273,89,52,310,126,236,347,85,85,226
10,226,-90,-20,15,89,52,200,310,273,310,126,89,310,163,200,236,85,15,191
11,85,261,52,-19,126,16,200,163,236,310,126,236,310,89,200,200,85,50,191
12,85,297,126,-90,89,-57,236,200,273,273,163,236,273,16,163,310,156,85,191
13,226,85,89,-19,-57,52,200,163,310,200,163,273,200,236,163,273,156,15,85
14,367,15,89,50,-167,52,126,126,236,236,236,200,273,126,163,273,156,15,85
15,297,156,163,15,-57,-20,126,126,163,347,236,163,347,126,126,310,226,50,50
16,191,332,200,85,89,-20,89,16,89,273,163,310,347,126,200,273,332,50,15
17,332,613,89,-19,52,-94,89,16,89,163,200,457,310,52,163,236,332,50,-19
18,332,719,-20,15,52,16,126,-57,126,89,163,604,347,236,200,126,332,15,-19
19,226,473,16,85,52,52,126,16,163,126,126,494,420,163,236,200,367,121,-19
20,191,261,89,121,52,52,126,89,126,200,89,347,457,200,200,236,367,50,-55
21,297,367,52,156,-57,89,52,16,89,126,89,420,384,236,273,163,367,-19,-125
22,402,613,16,121,-94,52,16,16,16,-20,163,494,384,236,236,163,473,85,-125
23,332,473,126,226,16,126,-57,-57,-131,-94,126,568,457,420,273,89,437,85,-125
24,402,684,126,226,52,52,-131,-131,-241,-94,89,568,384,273,273,89,367,50,-125
25,789,1317,-57,85,-57,-57,-167,-167,-241,-94,163,604,310,200,236,16,473,15,-195
26,684,1247,-94,121,-131,52,-167,-204,-167,-131,89,641,310,384,236,-94,473,85,-231
27,402,825,16,121,-94,52,-94,-167,-131,-94,16,494,494,200,200,-94,367,121,-231
28,473,895,16,85,-131,16,-94,-241,-131,-131,-20,494,457,200,163,-204,367,15,-336
29,578,1071,-57,121,-241,16,-131,-315,-167,-204,-20,494,273,163,163,-241,508,15,-301
30,473,1001,-57,50,-315,-57,-131,-241,-131,-131,-94,457,310,89,126,-278,543,-19,-231
31,437,895,-131,121,-351,16,-167,-278,-241,-131,-131,457,420,236,236,-315,543,-55,-266
32,649,789,-278,156,-315,-57,-278,-241,-388,-94,-57,310,420,126,236,-241,508,15,-301
33,684,895,-388,156,-315,-57,-315,-278,-351,-167,-94,310,420,200,273,-241,508,-55,-301
