,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,156,156,236,226,126,163,273,457,163,52,52,163,163,52,200,236,-19,121,297
1,121,85,163,121,163,200,236,52,236,236,273,126,384,52,347,163,156,50,191
2,-125,-160,-94,-55,-131,-94,16,163,52,236,-241,-94,-20,-167,-94,200,-195,-125,-19
3,-125,85,-94,50,-94,-57,-20,89,200,347,52,89,126,-57,163,52,156,-19,121
4,121,156,163,50,89,-131,310,200,273,420,16,16,89,-94,89,163,-55,-160,121
5,-231,-55,-167,-90,-204,-315,-57,126,16,236,-204,-20,-131,-241,-131,16,-90,-125,-55
6,50,191,89,156,52,-94,163,52,273,347,163,163,200,-20,236,126,121,15,156
7,-125,-90,-94,15,-57,-204,126,163,89,273,-241,-57,-94,-167,-94,126,-301,-19,-19
8,-231,-19,-204,-19,-57,16,16,89,89,273,-20,89,126,-20,126,52,-19,226,121
9,85,85,89,50,273,236,310,200,200,310,89,52,236,126,200,273,-160,191,191
10,-266,-160,-241,-160,-57,126,-57,236,-94,163,-278,-20,-94,89,-167,126,-301,191,-19
11,-19,121,16,50,200,384,126,200,236,347,163,163,236,273,236,200,50,261,226
12,-90,-55,-20,-19,163,200,273,273,200,347,-167,16,16,126,16,347,-266,85,50
13,-231,-55,-167,-55,-20,163,-20,163,200,273,-57,89,89,163,89,236,15,156,85
14,156,121,200,121,236,236,236,236,420,310,200,126,200,236,236,420,85,50,226
15,-90,-55,-57,-19,-94,16,-20,310,52,236,-204,52,-204,89,-204,236,-55,-55,-55
16,85,297,126,226,52,200,52,236,236,310,200,236,163,273,200,200,297,15,156
17,121,156,163,121,89,16,236,310,163,236,-20,16,52,126,52,200,-55,-195,85
18,-160,85,-57,15,-94,-131,16,126,52,126,-57,52,52,52,52,-57,85,-55,15
19,226,297,273,191,273,89,420,126,310,273,273,163,310,163,347,126,156,121,261
20,-55,15,-20,15,89,16,236,273,52,126,-167,-20,-20,16,-20,89,-195,156,85
21,50,191,52,121,236,310,236,273,200,163,200,200,310,273,347,126,156,437,332
22,226,121,236,85,420,384,457,420,273,163,89,126,273,310,273,310,-19,297,332
23,-90,-19,-57,-19,163,273,163,310,126,89,-20,126,89,273,89,126,85,332,226
24,261,226,310,226,457,494,384,236,420,200,347,273,384,420,420,200,367,402,402
