,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,15.0,121.0,200.0,85.0,200.0,-20.0,163.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1,332.0,367.0,457.0,332.0,347.0,89.0,200.0,89.0,236.0,163.0,384.0,310.0,347.0,273.0,310.0,236.0,508.0,226.0,332.0
2,367.0,367.0,531.0,332.0,420.0,200.0,420.0,236.0,273.0,310.0,236.0,273.0,200.0,236.0,200.0,163.0,332.0,226.0,367.0
3,332.0,332.0,347.0,261.0,310.0,236.0,347.0,273.0,200.0,310.0,200.0,273.0,126.0,236.0,126.0,200.0,367.0,332.0,473.0
4,649.0,437.0,531.0,297.0,531.0,384.0,531.0,384.0,384.0,384.0,384.0,273.0,310.0,273.0,310.0,236.0,437.0,297.0,613.0
5,367.0,332.0,384.0,261.0,384.0,310.0,384.0,347.0,236.0,310.0,163.0,236.0,126.0,200.0,52.0,126.0,297.0,191.0,402.0
6,473.0,473.0,494.0,367.0,384.0,236.0,310.0,236.0,273.0,236.0,457.0,420.0,200.0,273.0,163.0,200.0,543.0,191.0,402.0
7,649.0,543.0,604.0,437.0,347.0,126.0,347.0,163.0,236.0,200.0,420.0,384.0,126.0,163.0,52.0,126.0,402.0,50.0,226.0
8,543.0,508.0,457.0,402.0,163.0,-20.0,52.0,-20.0,-20.0,-57.0,347.0,347.0,16.0,52.0,-94.0,16.0,402.0,15.0,85.0
9,825.0,613.0,641.0,437.0,347.0,-20.0,52.0,-57.0,89.0,-57.0,568.0,347.0,236.0,52.0,126.0,-20.0,508.0,85.0,191.0
10,613.0,508.0,384.0,332.0,273.0,-94.0,52.0,-57.0,16.0,-57.0,273.0,236.0,89.0,-94.0,-20.0,-94.0,226.0,50.0,15.0
11,578.0,543.0,310.0,261.0,347.0,-57.0,89.0,-57.0,89.0,-20.0,420.0,347.0,236.0,16.0,163.0,16.0,367.0,226.0,121.0
12,613.0,578.0,457.0,226.0,494.0,-20.0,273.0,-20.0,163.0,52.0,457.0,347.0,310.0,16.0,200.0,16.0,226.0,226.0,121.0
13,402.0,508.0,273.0,121.0,347.0,-94.0,52.0,-57.0,-20.0,-20.0,273.0,310.0,163.0,16.0,16.0,-20.0,156.0,261.0,15.0
14,825.0,578.0,420.0,156.0,457.0,16.0,126.0,-20.0,89.0,-20.0,494.0,347.0,347.0,126.0,200.0,89.0,332.0,332.0,156.0
15,684.0,508.0,310.0,85.0,347.0,52.0,163.0,16.0,52.0,-57.0,236.0,236.0,163.0,89.0,16.0,-20.0,156.0,297.0,85.0
16,578.0,543.0,273.0,156.0,273.0,126.0,89.0,52.0,52.0,-94.0,347.0,310.0,163.0,163.0,52.0,16.0,402.0,402.0,191.0
17,789.0,613.0,494.0,297.0,457.0,236.0,200.0,163.0,126.0,52.0,420.0,347.0,200.0,163.0,126.0,16.0,402.0,402.0,226.0
18,543.0,543.0,310.0,297.0,273.0,236.0,52.0,163.0,-57.0,52.0,200.0,273.0,16.0,126.0,-94.0,-20.0,332.0,332.0,156.0
19,754.0,578.0,420.0,402.0,347.0,310.0,52.0,163.0,89.0,89.0,457.0,420.0,200.0,273.0,89.0,89.0,543.0,332.0,297.0
20,684.0,578.0,384.0,437.0,273.0,273.0,126.0,200.0,52.0,89.0,236.0,384.0,52.0,200.0,-20.0,52.0,297.0,156.0,191.0
21,578.0,578.0,200.0,402.0,89.0,200.0,-20.0,163.0,16.0,16.0,236.0,420.0,16.0,200.0,-57.0,52.0,437.0,85.0,191.0
22,860.0,684.0,384.0,508.0,163.0,200.0,126.0,200.0,126.0,126.0,384.0,457.0,89.0,236.0,16.0,16.0,508.0,15.0,261.0
23,578.0,543.0,273.0,508.0,52.0,126.0,16.0,163.0,16.0,52.0,163.0,420.0,-94.0,126.0,-241.0,-94.0,402.0,15.0,121.0
24,684.0,613.0,420.0,543.0,273.0,163.0,52.0,126.0,89.0,52.0,384.0,494.0,89.0,163.0,-57.0,16.0,543.0,85.0,191.0
25,613.0,578.0,457.0,473.0,420.0,126.0,163.0,126.0,89.0,89.0,273.0,384.0,89.0,16.0,-20.0,-20.0,297.0,50.0,50.0
26,261.0,473.0,200.0,332.0,273.0,52.0,-20.0,52.0,-20.0,52.0,236.0,347.0,89.0,16.0,-20.0,16.0,261.0,156.0,-19.0
27,543.0,543.0,310.0,297.0,457.0,89.0,52.0,89.0,89.0,89.0,384.0,347.0,273.0,126.0,163.0,89.0,261.0,297.0,50.0
28,473.0,437.0,52.0,191.0,347.0,89.0,16.0,89.0,-20.0,52.0,52.0,273.0,89.0,126.0,-20.0,16.0,85.0,297.0,-55.0
29,473.0,367.0,89.0,191.0,347.0,163.0,16.0,126.0,52.0,52.0,236.0,384.0,236.0,273.0,126.0,89.0,332.0,402.0,121.0
