,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,226,121,200,85,236,163,126,236,126,236,236,-57,273,126,236,273,156,121,121
1,191,-19,163,50,126,163,52,236,126,200,273,-20,273,126,273,310,226,156,121
2,191,-19,126,-19,52,16,52,163,126,163,200,89,273,126,273,310,226,50,121
3,191,50,52,-19,52,-20,89,126,200,163,163,126,273,163,236,200,261,85,156
4,191,121,52,121,89,52,163,126,200,163,200,163,236,200,273,163,191,121,156
5,156,121,52,50,126,89,236,163,236,273,236,163,273,200,273,236,85,50,121
6,156,85,89,85,163,200,236,163,236,273,236,163,273,200,200,236,121,121,85
7,156,121,126,85,200,236,200,163,200,236,273,163,310,200,200,236,156,50,85
8,191,226,89,50,200,163,200,126,163,200,200,89,273,200,200,163,191,85,50
9,261,261,89,191,200,200,200,52,126,126,163,89,273,163,163,89,226,191,50
10,261,226,163,191,236,163,200,52,126,52,126,200,273,163,126,126,156,191,50
11,191,156,200,226,236,236,163,52,126,16,126,236,200,236,163,126,156,226,85
12,191,50,163,191,163,236,163,89,126,-20,163,163,200,236,236,200,121,156,121
13,156,15,89,85,89,163,163,163,200,126,200,89,163,236,310,236,85,85,121
14,121,50,52,156,52,200,163,200,273,200,163,52,163,200,347,236,85,156,156
15,50,121,52,121,89,200,200,200,310,200,163,89,163,200,273,273,15,50,156
16,50,156,89,85,126,236,236,163,273,126,89,163,163,200,200,200,50,121,156
17,85,191,126,85,126,273,236,52,200,89,89,200,200,163,163,200,121,85,191
18,50,226,89,15,126,236,200,52,200,52,89,236,163,163,89,200,156,50,191
19,85,156,89,50,89,273,126,52,126,52,126,236,126,163,52,163,191,121,191
20,191,85,89,50,89,236,89,126,52,126,163,236,89,163,52,236,156,85,261
21,156,85,89,85,163,200,126,163,16,236,126,200,52,126,52,200,191,156,261
22,121,121,163,156,200,236,163,163,16,200,126,200,52,126,16,163,191,191,226
23,121,226,163,121,200,163,200,126,89,163,89,236,126,126,16,126,156,156,156
24,121,261,236,226,200,163,163,52,126,89,89,200,163,126,52,89,156,261,50
25,121,226,236,261,236,126,163,-57,126,52,163,163,200,163,126,200,85,191,-55
26,121,191,273,226,236,126,126,-94,126,89,236,163,200,200,163,200,85,226,-160
27,191,121,273,261,236,200,52,-94,126,89,310,163,200,236,200,163,121,226,-231
28,332,156,273,191,163,200,-20,-94,52,16,310,200,200,236,163,163,156,156,-231
29,297,261,310,191,163,200,-20,-94,52,16,273,236,200,236,200,163,191,191,-195
30,191,261,347,191,236,200,16,-20,52,52,236,273,200,236,200,236,156,156,-160
31,156,191,310,156,236,236,16,16,-20,52,273,236,236,273,163,236,121,156,-125
32,191,156,273,191,236,310,16,16,-20,52,273,200,236,273,163,236,85,226,-90
33,261,191,163,85,236,310,89,52,16,52,236,200,200,273,200,236,50,121,-19
34,261,121,126,85,200,310,126,89,52,89,236,200,163,200,163,236,50,191,50
35,156,50,126,121,163,236,89,52,52,52,236,200,89,163,163,236,50,156,85
36,50,121,126,85,126,163,126,52,126,52,236,236,89,200,163,126,85,156,121
37,50,261,163,191,163,200,163,52,163,89,236,236,89,200,163,52,121,191,121
38,121,261,89,156,126,163,163,89,200,126,163,273,89,126,200,126,85,121,121
39,121,191,52,121,89,126,163,126,236,163,126,236,126,163,236,126,50,85,121
40,85,85,52,85,89,126,200,126,236,163,163,273,236,163,200,200,15,50,121
41,50,156,-20,15,89,52,236,126,236,200,163,273,273,200,200,236,15,-19,156
42,85,191,-57,50,126,52,200,126,273,163,163,236,200,200,163,163,85,15,156
43,191,226,-20,15,126,52,163,126,273,126,163,236,126,200,163,200,121,-19,156
