,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,2127,2655,862,613,310,457,347,273,163,163,715,825,641,347,236,89,684,473,473
1,261,297,200,121,163,236,163,310,347,126,273,273,310,273,273,16,367,156,402
2,261,85,347,156,236,163,347,310,347,236,126,163,163,200,236,236,191,85,121
3,-125,-90,16,261,126,52,126,236,89,126,-20,273,16,236,52,89,156,85,15
4,191,226,347,226,200,200,347,310,384,310,457,420,384,347,384,126,332,226,297
5,-19,85,163,437,126,16,236,236,163,236,-57,126,-57,-20,89,163,15,156,-160
6,50,226,89,226,16,52,52,273,200,200,273,273,310,163,236,16,156,226,226
7,226,226,273,191,163,89,236,347,273,347,236,126,310,126,236,273,50,191,121
8,-231,-19,-131,121,89,-57,-20,236,-20,200,-94,89,-20,126,-20,200,-125,15,-55
9,50,156,89,-125,163,89,89,236,200,236,310,273,384,347,273,200,121,15,297
10,-125,-160,-20,15,163,16,126,200,52,163,-131,16,-94,89,16,273,-55,-55,-90
11,-160,-55,-131,15,89,89,-20,200,89,163,52,200,89,200,89,89,156,50,191
12,156,191,236,156,236,236,310,273,310,384,200,163,200,126,236,236,226,191,191
13,-125,50,16,367,163,163,126,236,89,310,-167,52,-57,16,-20,236,85,191,-90
14,191,226,273,226,200,347,236,384,420,420,347,273,457,347,384,236,332,297,402
15,121,-19,236,226,236,163,347,420,347,420,-20,16,126,200,236,457,85,156,121
16,-90,-125,-20,15,89,52,52,347,273,236,16,126,163,347,236,273,121,50,261
17,261,85,273,-55,52,89,273,310,420,273,236,200,273,347,384,273,226,50,297
18,-90,15,-20,226,-131,-20,52,126,16,52,-278,89,-241,16,-57,126,-19,-19,-125
19,85,332,52,156,-131,163,52,126,163,126,163,347,200,126,236,-57,226,121,297
20,50,121,126,261,52,163,236,200,163,273,-57,89,52,-94,163,163,15,156,15
21,-231,-55,-167,156,89,89,-20,163,52,163,-20,126,89,16,52,52,-19,121,15
22,226,191,200,-19,273,200,200,310,310,347,457,200,457,273,310,200,156,191,297
23,15,15,16,85,236,-20,126,273,126,273,-94,-20,-20,163,16,310,-55,121,-19
24,121,191,89,-19,236,126,126,310,310,273,236,273,347,420,273,163,261,156,402
25,226,226,310,156,310,126,384,310,384,310,89,163,163,200,310,310,156,121,156
26,-55,191,-57,261,126,16,52,163,89,89,-131,89,-20,-20,52,52,50,121,15
27,332,473,236,121,89,200,163,273,347,273,347,200,384,89,384,89,191,261,367
28,121,191,52,156,52,52,126,347,126,347,-94,-20,-20,-94,89,273,-125,191,-19
29,50,156,-57,-125,-57,52,-57,384,163,347,200,200,273,273,200,200,15,50,297
30,226,121,163,-195,-20,16,126,310,273,347,200,89,236,273,273,347,-55,-125,121
31,-125,-55,-204,-55,-241,-131,-131,52,-57,52,-131,52,-131,200,-57,163,-125,-231,-195
32,226,297,89,-55,-204,52,16,-20,126,16,347,310,273,347,200,52,191,-55,191
33,191,156,89,226,-94,-57,89,-57,-94,-20,-57,52,-94,-57,-94,89,-55,15,-231
34,85,156,-20,85,-57,-20,-94,-20,-94,-131,163,126,89,-20,16,-131,85,156,50
35,297,156,273,-90,200,52,200,126,163,89,310,-20,273,-57,273,52,85,261,191
36,-160,-90,-131,-19,236,-20,16,163,-20,89,-94,-167,-20,-94,16,126,-125,261,-55
37,15,226,16,-90,310,163,89,273,273,273,384,200,494,273,384,200,156,297,332
38,50,156,16,156,310,52,200,236,200,310,-20,52,126,126,200,384,-55,121,-55
39,-55,85,-204,85,89,-57,-57,89,126,89,52,163,163,200,126,126,50,-55,121
40,367,191,236,-55,163,16,200,52,310,89,384,200,347,200,310,89,191,-90,261
41,50,-90,52,15,126,-131,52,-20,-20,-167,-57,-57,-131,-94,-57,16,-55,-125,-90
42,156,85,163,-195,89,52,-20,16,126,-131,273,163,273,126,200,-94,191,15,297
43,156,50,200,-55,126,52,126,89,89,52,-20,16,16,-57,126,126,-19,15,-19
44,-125,50,-131,50,-20,16,-131,89,-94,16,-131,89,-94,16,-57,89,-55,15,-19
45,297,332,236,50,89,163,89,200,200,273,310,200,273,273,236,273,121,85,261
46,121,121,52,156,52,-57,16,126,-20,200,-94,-57,-204,52,-57,347,-160,-55,-160
47,156,156,-20,-125,-20,-57,-131,126,89,163,273,200,163,273,163,163,50,-90,191
48,156,15,126,-90,126,-57,89,126,126,236,126,52,89,89,163,310,-55,-55,-19
49,-266,-231,-241,15,52,-57,-131,52,-94,16,-131,16,-57,-20,16,89,-90,-19,-90
50,85,85,89,15,126,163,89,89,236,89,310,200,384,89,347,52,156,156,297
51,-19,50,-20,226,126,52,89,89,16,52,-94,16,-57,-167,16,89,-90,156,-90
